seqnames	start	end	strand	RPKM	gene	tx_name
chr14	39114320	39136973	+	1.17722897598065	MSTRG.8068	MSTRG.8068.7
chr14	39151400	39170532	-	1.87363221958525	MSTRG.8069	MSTRG.8069.7
chr1	39026340	39034573	-	0.00331222296677302	MSTRG.807	MSTRG.807.1
chr14	39147833	39151363	+	0.0904791520204533	MSTRG.8070	ENST00000648024.1
chr14	39156742	39157852	+	0	MSTRG.8071	ENST00000496515.2
chr14	39170015	39182308	+	16.585608379774	MSTRG.8072	MSTRG.8072.1
chr14	39172463	39182002	-	0.157233376830451	MSTRG.8073	MSTRG.8073.1
chr14	39211781	39212255	+	0.0164047181403964	MSTRG.8074	ENST00000553698.2
chr14	39215065	39216335	+	0.343324549594449	MSTRG.8075	ENST00000604759.1
chr14	39265291	39321410	+	1.33122080731021	MSTRG.8076	MSTRG.8076.7
chr14	39265703	39267061	-	0.174881055231047	MSTRG.8077	ENST00000605298.1
chr14	39370279	39370756	-	0	MSTRG.8078	ENST00000604758.1
chr14	39385404	39387102	-	0.10090012040444	MSTRG.8079	ENST00000553667.1
chr1	39134236	39336653	+	2.34244966272725	MSTRG.808	MSTRG.808.11
chr14	39397669	39432500	-	0.592717697481215	MSTRG.8080	ENST00000298097.7
chr14	39432607	40390547	+	0.0237360751638112	MSTRG.8081	ENST00000652126.1
chr14	40267283	40348331	-	0.118158944988956	MSTRG.8082	ENST00000652631.1
chr14	43300263	43300595	+	16.8246887774742	MSTRG.8083	ENST00000554987.1
chr14	43990539	44386064	-	0.00920034738928273	MSTRG.8084	ENST00000654351.1
chr14	44077534	44077884	-	0.0666003514246864	MSTRG.8085	ENST00000554881.1
chr14	44120210	44120761	-	5.89358816343726	MSTRG.8086	ENST00000555080.1
chr14	44290997	44291718	-	0	MSTRG.8087	ENST00000556286.1
chr14	44876874	44897077	-	0.0219836539126526	MSTRG.8088	ENST00000554389.1
chr14	44887434	44887741	-	0.392142004248925	MSTRG.8089	ENST00000557196.1
chr1	39120940	39121043	-	0	MSTRG.809	ENST00000383927.1
chr14	44888556	44889041	-	0	MSTRG.8090	ENST00000555741.1
chr14	44900414	44907257	+	0.222017390086824	MSTRG.8091	ENST00000555826.5
chr14	44898908	44911863	-	0.00240575520737521	MSTRG.8092	ENST00000555157.1
chr14	44924324	44962190	-	1.10040429322341	MSTRG.8093	ENST00000396128.9
chr14	44962190	45074431	+	0.269537037254703	MSTRG.8094	ENST00000361462.7
chr14	45084128	45122953	+	5.03437058392747	MSTRG.8095	MSTRG.8095.8
chr14	45111712	45134806	-	1.62761511785687	MSTRG.8096	MSTRG.8096.1
chr14	45135930	45200890	+	0.849324413520598	MSTRG.8097	MSTRG.8097.1
chr14	45204380	45254047	-	3.16942206328697	MSTRG.8098	MSTRG.8098.4
chr14	45274359	45274477	-	0	MSTRG.8099	ENST00000362869.1
chr1	1471801	1497848	+	2.81260177284642	MSTRG.81	MSTRG.81.3
chr1	39154164	39154296	-	0	MSTRG.810	ENST00000410446.1
chr14	45290036	45290386	+	2.80831481840761	MSTRG.8100	ENST00000555084.1
chr14	49570984	49586478	-	13.0011493765565	MSTRG.8101	ENST00000396020.7
chr14	49583576	49586425	+	0.0218729575205286	MSTRG.8102	MSTRG.8102.1
chr14	49586580	49586878	+	17.5651187713977	MSTRG.8103	ENST00000618786.1
chr14	49592236	49592337	-	0.229183562255538	MSTRG.8104	ENST00000517110.1
chr14	49599994	49611334	+	2.57107541298366	MSTRG.8105	MSTRG.8105.5
chr14	49601011	49601124	-	0.0341764961258259	MSTRG.8106	ENST00000614802.1
chr14	49618530	49620626	-	42.1420155004111	MSTRG.8107	ENST00000298289.7
chr14	49620799	49623481	+	7.69204271246701	MSTRG.8108	ENST00000305386.4
chr14	49620815	49623480	-	0.0423809062985673	MSTRG.8109	ENST00000555043.1
chr1	39226670	39238620	-	0.0032600791217004	MSTRG.811	ENST00000669616.1
chr14	49624943	49635792	-	1.65360692821888	MSTRG.8110	MSTRG.8110.1
chr14	49635895	49714010	+	0.213918545173051	MSTRG.8111	MSTRG.8111.1
chr14	49644385	49688422	-	2.05325323398091	MSTRG.8112	MSTRG.8112.8
chr14	49677369	49677893	+	0	MSTRG.8113	ENST00000554632.2
chr14	49681302	49681886	+	0	MSTRG.8114	ENST00000554984.2
chr14	49684544	49684665	+	0	MSTRG.8115	ENST00000408187.1
chr14	49693105	49753150	+	0.034259595223757	MSTRG.8116	ENST00000555704.5
chr14	49707667	49708792	-	0	MSTRG.8117	ENST00000557160.1
chr14	49768125	49786385	+	0.546408452435211	MSTRG.8118	MSTRG.8118.1
chr14	49828292	49852821	-	3.74062516386315	MSTRG.8119	MSTRG.8119.12
chr1	39249838	39257649	-	0.00299241210318291	MSTRG.812	ENST00000289890.7
chr14	49839725	49839827	+	0	MSTRG.8120	ENST00000516665.1
chr14	49861176	49862914	-	3.23295110160472	MSTRG.8121	ENST00000655317.1
chr14	49863072	49864379	+	0.256166948025686	MSTRG.8122	ENST00000618845.1
chr14	49888320	49901298	-	0.0915568819088502	MSTRG.8123	MSTRG.8123.1
chr14	49893082	49897054	+	18.9314390583523	MSTRG.8124	ENST00000298316.7
chr14	49991553	50039884	-	0.223616618986317	MSTRG.8125	MSTRG.8125.11
chr14	49966399	49966511	+	0.0689578859883921	MSTRG.8126	ENST00000617521.1
chr14	49999367	50003336	+	0.474011644755724	MSTRG.8127	MSTRG.8127.1
chr14	50003467	50011833	+	0.142489887755864	MSTRG.8128	MSTRG.8128.1
chr14	50050368	50051336	+	0.377951839509134	MSTRG.8129	ENST00000604187.1
chr1	39304294	39304898	-	0.0128797373829559	MSTRG.813	ENST00000406997.2
chr14	50052857	50053569	+	0	MSTRG.8130	ENST00000494283.1
chr14	50068568	50068873	+	0	MSTRG.8131	ENST00000364488.1
chr14	50086982	50087083	+	0	MSTRG.8132	ENST00000515983.1
chr14	50117130	50231578	-	0.759316106334405	MSTRG.8133	ENST00000216373.10
chr14	50141127	50144279	-	0.834088606686427	MSTRG.8134	MSTRG.8134.1
chr14	50291153	50312229	-	1.39174890562097	MSTRG.8135	MSTRG.8135.7
chr14	50312342	50333883	+	0.564649911018032	MSTRG.8136	MSTRG.8136.10
chr14	50431601	50532198	-	3.2419001118984	MSTRG.8137	MSTRG.8137.17
chr14	50397013	50398345	+	0.0526107802327043	MSTRG.8138	ENST00000556713.1
chr14	50448807	50456742	+	0	MSTRG.8139	ENST00000555257.1
chr1	39560845	39575095	-	10.0176583747699	MSTRG.814	ENST00000677548.1
chr14	50471769	50472592	+	0	MSTRG.8140	ENST00000614375.1
chr14	50560065	50634017	+	0.0697532705806074	MSTRG.8141	ENST00000674288.1
chr14	50571919	50572140	-	0	MSTRG.8142	ENST00000553864.1
chr14	50632058	50665600	-	6.11754695664878	MSTRG.8143	ENST00000555720.5
chr14	50637691	50637981	-	4.44505850642701	MSTRG.8144	ENST00000482923.3
chr14	50662511	50663178	-	12.0674752024162	MSTRG.8145	ENST00000602954.1
chr14	50667804	50715973	+	0.504627281783458	MSTRG.8146	MSTRG.8146.1
chr14	50704343	50705511	-	0.0199971970488152	MSTRG.8147	ENST00000553836.2
chr14	50717442	50806818	-	1.49272023316266	MSTRG.8148	MSTRG.8148.1
chr14	50821880	50823501	+	0.00480409439993114	MSTRG.8149	ENST00000555966.1
chr1	39565052	39573860	+	0.00353830905514284	MSTRG.815	ENST00000415255.2
chr14	50848122	50865659	+	0	MSTRG.8150	ENST00000557152.1
chr14	50899989	50944483	-	5.0968734792695	MSTRG.8151	MSTRG.8151.2
chr14	50872163	50893569	+	0	MSTRG.8152	ENST00000554241.5
chr14	50912226	50913358	+	0	MSTRG.8153	ENST00000557343.1
chr14	51240062	51272935	+	4.27869271756831	MSTRG.8154	MSTRG.8154.1
chr14	51253933	51254023	-	0.0428145116301555	MSTRG.8155	ENST00000364950.1
chr14	51273060	51303984	+	1.82604272829879	MSTRG.8156	MSTRG.8156.1
chr14	51304045	51322839	+	0.86400800676661	MSTRG.8157	MSTRG.8157.1
chr14	51304108	51331918	-	0.00112074231299677	MSTRG.8158	ENST00000669155.1
chr14	51322910	51365557	+	0.920861358753261	MSTRG.8159	MSTRG.8159.1
chr1	39738867	39756769	+	2.47982426198579	MSTRG.816	MSTRG.816.3
chr14	51344914	51385603	-	0.000191502607930408	MSTRG.8160	ENST00000555649.1
chr14	51546629	51599952	-	0.00189969121815595	MSTRG.8161	ENST00000557625.1
chr14	51713647	51730727	+	1.31543394765943	MSTRG.8162	ENST00000557522.1
chr14	51522864	51522967	+	0	MSTRG.8163	ENST00000516591.1
chr14	51637348	51637947	-	0.175325425125487	MSTRG.8164	ENST00000616999.1
chr14	51639341	51651744	-	0.576691175840041	MSTRG.8165	MSTRG.8165.1
chr14	51652363	51679299	+	0.957939134198809	MSTRG.8166	MSTRG.8166.1
chr14	51692752	51692861	+	0.602127722653187	MSTRG.8167	ENST00000515947.1
chr14	51724103	51724209	+	0.65542215000182	MSTRG.8168	ENST00000384277.1
chr14	51982520	51987219	-	0.00497377092554573	MSTRG.8169	ENST00000555115.1
chr1	39718028	39718595	+	0.54874937441467	MSTRG.817	ENST00000497982.2
chr14	51989546	52010694	+	3.76679639966253	MSTRG.8170	ENST00000261700.8
chr14	52004809	52069228	-	0.000362879902981449	MSTRG.8171	ENST00000216286.10
chr14	52639200	52668722	-	2.72384000014305	MSTRG.8172	MSTRG.8172.1
chr14	52640839	52641566	+	0.0749253953527722	MSTRG.8173	ENST00000554055.1
chr14	52707209	52729955	+	6.06676002007078	MSTRG.8174	MSTRG.8174.9
chr14	52730165	52774989	+	0.856842308179736	MSTRG.8175	MSTRG.8175.1
chr14	52771598	52791668	-	3.37724605022528	MSTRG.8176	MSTRG.8176.1
chr14	52775237	52777740	+	0.885340494288268	MSTRG.8177	ENST00000555969.1
chr14	52776352	52777140	+	0.933291236409436	MSTRG.8178	ENST00000555689.1
chr14	52791785	52901091	+	0.0152912047675779	MSTRG.8179	ENST00000670923.1
chr1	39723566	39723627	-	0	MSTRG.818	ENST00000516604.1
chr14	52792875	52820034	-	0.000286901366593826	MSTRG.8180	ENST00000554548.1
chr14	52798904	52799061	-	0	MSTRG.8181	ENST00000556998.1
chr14	52854845	52950577	-	1.35267210886199	MSTRG.8182	MSTRG.8182.1
chr14	52871458	52872217	+	0	MSTRG.8183	ENST00000605879.1
chr14	52951432	52952864	+	0.0652525424984366	MSTRG.8184	ENST00000657782.1
chr14	53043968	53152705	-	1.74801943717355	MSTRG.8185	MSTRG.8185.4
chr14	53036755	53038251	+	0	MSTRG.8186	ENST00000556988.1
chr14	53153354	53157528	+	0.20810416395467	MSTRG.8187	ENST00000554235.1
chr14	53217655	53720974	+	0.0782057259813856	MSTRG.8188	ENST00000663444.1
chr14	53364146	53392048	-	0.00754006774004889	MSTRG.8189	ENST00000652780.1
chr1	39757182	39788865	-	0.463958555316011	MSTRG.819	ENST00000372827.8
chr14	53599832	53614026	-	0.0417196424704693	MSTRG.8190	ENST00000436530.1
chr14	53612724	53613405	+	0	MSTRG.8191	ENST00000448352.1
chr14	53755579	53851802	-	0.556658062812972	MSTRG.8192	MSTRG.8192.2
chr14	53804155	53833086	-	0.469710649367635	MSTRG.8193	MSTRG.8193.1
chr14	53947007	53956825	-	5.24482345862033	MSTRG.8194	MSTRG.8194.2
chr14	53954671	53963609	+	0.103733828491544	MSTRG.8195	MSTRG.8195.1
chr14	53991101	53991995	-	3.69587302126725	MSTRG.8196	ENST00000441945.2
chr14	54240077	54258939	-	0.0665085521808205	MSTRG.8197	MSTRG.8197.1
chr14	54397029	54420218	+	1.33096451329031	MSTRG.8198	MSTRG.8198.8
chr14	54422118	54441886	-	5.7611106359207	MSTRG.8199	MSTRG.8199.1
chr1	1512165	1534792	+	1.38933165923983	MSTRG.82	ENST00000672388.1
chr1	39769523	39771348	-	0.273112503542197	MSTRG.820	ENST00000327582.5
chr14	54469204	54489026	-	4.82067037958468	MSTRG.8200	MSTRG.8200.1
chr14	54470709	54471218	+	0	MSTRG.8201	ENST00000554046.1
chr14	54510185	54534052	+	0.71170963777361	MSTRG.8202	ENST00000557184.1
chr14	54566800	54797693	+	3.82052474337546	MSTRG.8203	MSTRG.8203.3
chr14	54685047	54687931	-	0	MSTRG.8204	ENST00000676278.1
chr14	54842017	54902826	-	0.458551797994888	MSTRG.8205	ENST00000254299.8
chr14	54859215	54859330	+	0	MSTRG.8206	ENST00000516210.1
chr14	54878113	54878193	-	0.288601522840308	MSTRG.8207	ENST00000580634.1
chr14	54884849	54886213	-	0.510919838786523	MSTRG.8208	ENST00000556903.2
chr14	54938949	55027105	-	1.80082380742141	MSTRG.8209	ENST00000360586.8
chr1	39779969	39781418	+	0	MSTRG.821	ENST00000648746.1
chr14	55004813	55005687	-	2.27088169686345	MSTRG.8210	ENST00000415189.1
chr14	55026609	55051538	+	3.22254335792445	MSTRG.8211	MSTRG.8211.1
chr14	55051647	55072866	+	6.63460491874486	MSTRG.8212	MSTRG.8212.1
chr14	55064951	55078361	-	0.0543266381634745	MSTRG.8213	MSTRG.8213.1
chr14	55137188	55145423	+	2.572026162666	MSTRG.8214	ENST00000556438.6
chr14	55129745	55191608	-	1.86045676668248	MSTRG.8215	MSTRG.8215.1
chr14	55229217	55229681	+	12.7608421728132	MSTRG.8216	ENST00000623123.1
chr14	55240622	55241080	-	1.213824051946	MSTRG.8217	ENST00000605294.1
chr14	55262222	55271310	-	0.0231478171581675	MSTRG.8218	ENST00000660805.1
chr14	55271371	55368128	+	1.41609756088228	MSTRG.8219	ENST00000680682.1
chr1	39788976	39790171	+	0.16613892013006	MSTRG.822	ENST00000566366.1
chr14	55282296	55282643	-	0	MSTRG.8220	ENST00000488313.1
chr14	55285227	55285558	+	2.68738436102654	MSTRG.8221	ENST00000612004.1
chr14	55298644	55299231	+	2.72330875761811	MSTRG.8222	ENST00000556017.1
chr14	55325834	55339501	-	0.000570108363819747	MSTRG.8223	ENST00000555514.1
chr14	55363705	55411830	-	1.1184973119329	MSTRG.8224	MSTRG.8224.1
chr14	55413541	55440616	-	0.0044607673699464	MSTRG.8225	ENST00000247219.5
chr14	55442215	55448291	-	0.0820640828481244	MSTRG.8226	MSTRG.8226.1
chr14	55496786	55580115	-	0.396952640589726	MSTRG.8227	ENST00000554558.6
chr14	55543401	55544169	+	0	MSTRG.8228	ENST00000483820.1
chr14	55546674	55548123	+	0.00268697969540976	MSTRG.8229	ENST00000603375.1
chr1	39841051	39883511	-	3.24280626109702	MSTRG.823	MSTRG.823.4
chr14	55675050	55683723	+	5.57198242174997	MSTRG.8230	ENST00000554831.1
chr14	56579825	56640335	+	0.750108319226412	MSTRG.8231	MSTRG.8231.4
chr14	56514331	56551309	+	0.000842882838009498	MSTRG.8232	ENST00000557246.1
chr14	56633244	56647772	-	0.00107264658499392	MSTRG.8233	ENST00000553800.5
chr14	56723137	56730535	-	0	MSTRG.8234	ENST00000556696.1
chr14	56683421	56683741	-	0	MSTRG.8235	ENST00000471982.1
chr14	57200507	57268905	-	1.73778631257713	MSTRG.8236	ENST00000621441.5
chr14	57269026	57286564	+	1.45346466806807	MSTRG.8237	MSTRG.8237.4
chr14	57390764	57418160	+	2.3730541211479	MSTRG.8238	MSTRG.8238.4
chr14	58251727	58298139	-	3.32991425480783	MSTRG.8239	MSTRG.8239.8
chr1	39955457	39969968	+	1.03819585164807	MSTRG.824	MSTRG.824.6
chr14	58100985	58101574	+	0	MSTRG.8240	ENST00000555466.2
chr14	58141279	58141660	+	0.224383906501496	MSTRG.8241	ENST00000491303.2
chr14	58179771	58180064	+	0	MSTRG.8242	ENST00000494391.3
chr14	58184576	58185507	+	0	MSTRG.8243	ENST00000555129.1
chr14	58213034	58235636	+	1.51204572569106	MSTRG.8244	ENST00000557711.5
chr14	58244846	58268139	+	5.48557851601328	MSTRG.8245	ENST00000554812.5
chr14	58264662	58269681	+	3.46692640121979	MSTRG.8246	ENST00000557322.1
chr14	58284773	58285363	+	0.0527393645799547	MSTRG.8247	ENST00000557424.1
chr14	58288033	58289158	+	0.0138405703671196	MSTRG.8248	ENST00000627309.1
chr14	58298555	58373887	+	0.645552106105581	MSTRG.8249	ENST00000355431.8
chr1	39962680	39963404	+	3.06853081215795	MSTRG.825	ENST00000438210.1
chr14	58370023	58395641	-	0.0118621883582827	MSTRG.8250	ENST00000556390.1
chr14	58395930	58408702	+	0.0399586466094954	MSTRG.8251	ENST00000360945.7
chr14	58398557	58427125	+	0.0207291233458753	MSTRG.8252	ENST00000556734.1
chr14	58408648	58427531	-	1.73328261018054	MSTRG.8253	MSTRG.8253.4
chr14	58427728	58551297	+	0.486408123764468	MSTRG.8254	MSTRG.8254.10
chr14	58441844	58441992	+	0.496820742339187	MSTRG.8255	ENST00000516389.1
chr14	58463971	58464136	+	0.633706355875254	MSTRG.8256	ENST00000555205.1
chr14	58637962	58648321	+	0.0737103889416462	MSTRG.8257	ENST00000395153.8
chr14	58794654	58795029	+	0.383394842177483	MSTRG.8258	ENST00000480540.1
chr14	58827679	58828176	-	0.47723565072087	MSTRG.8259	ENST00000555790.2
chr1	40000931	40052945	+	0.866861544202959	MSTRG.826	MSTRG.826.1
chr14	59135488	59136421	-	0	MSTRG.8260	ENST00000556311.2
chr14	59181593	59181940	+	0	MSTRG.8261	ENST00000555184.2
chr14	59188667	59371405	+	0.330875702203377	MSTRG.8262	ENST00000360909.8
chr14	59404197	59410917	-	0.172168993576583	MSTRG.8263	MSTRG.8263.1
chr14	59437276	59465342	-	0.653679827172217	MSTRG.8264	MSTRG.8264.3
chr14	59484545	59505410	+	3.89014548607985	MSTRG.8265	ENST00000554271.5
chr14	59919423	59920339	-	0	MSTRG.8266	ENST00000565968.1
chr14	59919713	60063559	+	0	MSTRG.8267	ENST00000254271.8
chr14	59969116	60092135	-	0.0973238373905998	MSTRG.8268	ENST00000554123.1
chr14	60040890	60075723	-	0.115203656631294	MSTRG.8269	MSTRG.8269.1
chr1	40032269	40040486	-	0.0891300395435265	MSTRG.827	MSTRG.827.1
chr14	60091977	60150371	+	2.32366111285987	MSTRG.8270	MSTRG.8270.6
chr14	60144120	60169856	-	0.839716390299375	MSTRG.8271	ENST00000216500.9
chr14	60158976	60159324	+	0.457710438086276	MSTRG.8272	ENST00000554676.1
chr14	60240121	60245653	-	0.0176040148126882	MSTRG.8273	ENST00000532515.1
chr14	60249221	60306628	+	1.85983291145595	MSTRG.8274	ENST00000395076.9
chr14	60435956	60486063	-	0.00248814276895931	MSTRG.8275	ENST00000321731.8
chr14	60397757	60398281	+	9.4323223422008	MSTRG.8276	ENST00000555532.2
chr14	60398934	60400013	-	0	MSTRG.8277	ENST00000555315.1
chr14	60493766	60496885	-	0.00749253953527722	MSTRG.8278	ENST00000555779.2
chr14	60509146	60512850	+	0	MSTRG.8279	ENST00000327720.6
chr1	40040233	40072649	+	5.52682555065108	MSTRG.828	ENST00000372797.7
chr14	60515119	60554916	+	0	MSTRG.8280	ENST00000557618.1
chr14	60544400	60544654	+	0	MSTRG.8281	ENST00000557593.1
chr14	60709539	60724351	-	1.44398176367443	MSTRG.8282	ENST00000216513.5
chr14	60982365	61054349	+	0.686780214834048	MSTRG.8283	MSTRG.8283.21
chr14	60779978	60780595	+	7.48962981118585	MSTRG.8284	ENST00000556153.3
chr14	60919240	60920155	-	0	MSTRG.8285	ENST00000553832.2
chr14	60971441	60981170	-	3.75557191333092	MSTRG.8286	ENST00000261249.7
chr14	60974327	60974435	+	0.893605632647742	MSTRG.8287	ENST00000384143.1
chr14	61096914	61104554	-	0.120335617297372	MSTRG.8288	MSTRG.8288.1
chr14	61321720	61550976	+	0.404385421975334	MSTRG.8289	ENST00000332981.10
chr1	40085063	40097260	-	2.16461789013759	MSTRG.829	MSTRG.829.19
chr14	61277370	61281453	-	0	MSTRG.8290	ENST00000555868.2
chr14	61303021	61322838	-	0.0737231410525309	MSTRG.8291	ENST00000500036.2
chr14	61535393	61543499	-	0.00576704658938323	MSTRG.8292	ENST00000657299.1
chr14	61552249	61565388	-	0.161893593976858	MSTRG.8293	MSTRG.8293.1
chr14	61681041	61695823	-	0.0614081099975775	MSTRG.8294	ENST00000557544.1
chr14	61697622	61751195	+	9.63797859701038	MSTRG.8295	ENST00000557538.5
chr14	61740187	61751126	-	0.394954085850427	MSTRG.8296	MSTRG.8296.3
chr14	61995834	62112550	+	6.67618351798651e-05	MSTRG.8297	ENST00000555409.1
chr14	61831861	61832369	-	0.849645151230258	MSTRG.8298	ENST00000554239.2
chr14	62069518	62081154	-	0	MSTRG.8299	ENST00000553990.1
chr1	1534778	1540624	-	0.0279864996494706	MSTRG.83	ENST00000378733.9
chr1	40201547	40244848	+	3.38568935591733	MSTRG.830	MSTRG.830.4
chr14	62103122	62116948	-	0	MSTRG.8300	ENST00000655145.1
chr14	62127244	62130962	+	0	MSTRG.8301	ENST00000555934.1
chr14	63122888	63178190	-	0	MSTRG.8302	ENST00000654636.1
chr14	63123007	63123201	+	1.93807022645837	MSTRG.8303	ENST00000556806.1
chr14	63463901	63520229	-	1.86606253516957	MSTRG.8304	MSTRG.8304.13
chr14	63479272	63479413	+	0	MSTRG.8305	ENST00000516991.1
chr14	63543569	63544664	+	0.280833507398894	MSTRG.8306	ENST00000561909.1
chr14	63594031	63595291	-	2.31419056161758	MSTRG.8307	ENST00000603606.1
chr14	63597039	63641899	-	1.48893450552266	MSTRG.8308	MSTRG.8308.1
chr14	63598874	63599248	+	0	MSTRG.8309	ENST00000553983.1
chr1	40177843	40177949	+	1.71138005833809	MSTRG.831	ENST00000384777.1
chr14	63601509	63601814	+	5.74232147651377	MSTRG.8310	ENST00000554777.2
chr14	63618043	63618144	+	0	MSTRG.8311	ENST00000365620.1
chr14	63621760	63621871	+	0	MSTRG.8312	ENST00000384095.1
chr14	63630678	63630781	+	0	MSTRG.8313	ENST00000384443.1
chr14	63642035	63665593	+	0.260138275744953	MSTRG.8314	ENST00000665010.1
chr14	63651296	63651499	-	0.0381972603759231	MSTRG.8315	ENST00000363823.2
chr14	63684216	63728077	-	1.40452916575938	MSTRG.8316	ENST00000247225.7
chr14	63852982	64226433	+	0.417100189375339	MSTRG.8317	MSTRG.8317.2
chr14	63762013	63762149	+	0	MSTRG.8318	ENST00000554348.2
chr14	63808546	63808732	+	0	MSTRG.8319	ENST00000604589.1
chr1	40256427	40257967	-	2.00241887229628	MSTRG.832	ENST00000567508.1
chr14	63848261	63848362	-	0	MSTRG.8320	ENST00000365312.1
chr14	63863825	63864105	-	0.818046665275107	MSTRG.8321	MSTRG.8321.1
chr14	63864388	63874006	+	0.313504242869152	MSTRG.8322	ENST00000556725.1
chr14	64228317	64294410	-	0.00271161596640892	MSTRG.8323	ENST00000341099.6
chr14	64095024	64095125	-	0	MSTRG.8324	ENST00000408610.1
chr14	64346135	64379338	-	0.104431613568434	MSTRG.8325	ENST00000641577.1
chr14	64349677	64352284	-	0.014939112570338	MSTRG.8326	ENST00000641216.1
chr14	64361392	64361637	+	0	MSTRG.8327	ENST00000604597.1
chr14	64388353	64441812	+	1.75799139746311	MSTRG.8328	MSTRG.8328.8
chr14	64422935	64448557	-	0.133960980833673	MSTRG.8329	ENST00000556640.1
chr1	40257958	40290107	+	3.18403332970247	MSTRG.833	MSTRG.833.1
chr14	64440369	64442238	-	0.181263362874835	MSTRG.8330	ENST00000609125.1
chr14	64471384	64503838	-	1.10971309324706	MSTRG.8331	MSTRG.8331.3
chr14	64467107	64474503	+	0.283900092057253	MSTRG.8332	ENST00000320636.5
chr14	64503712	64531228	+	2.48164062310928	MSTRG.8333	MSTRG.8333.1
chr14	64513952	64539621	-	0.00182132632256057	MSTRG.8334	ENST00000648003.1
chr14	64535702	64535879	-	0	MSTRG.8335	ENST00000555669.1
chr14	64540468	64546173	+	0.16797154878245	MSTRG.8336	ENST00000247207.6
chr14	64597541	64597934	-	1.25585611906017	MSTRG.8337	MSTRG.8337.1
chr14	64704102	64750861	+	3.45476575514593	MSTRG.8338	MSTRG.8338.1
chr14	64746283	64879907	-	0.0372044889238327	MSTRG.8339	ENST00000644917.1
chr1	40262672	40262984	-	0	MSTRG.834	ENST00000447743.1
chr14	64909488	64909780	-	0	MSTRG.8340	ENST00000516688.1
chr14	64986709	65062652	+	1.10890453319036	MSTRG.8341	MSTRG.8341.13
chr14	64939152	64942905	-	0.00311357529968899	MSTRG.8342	ENST00000553522.1
chr14	64945828	64973226	-	0.354076433091607	MSTRG.8343	ENST00000642782.1
chr14	65003325	65003767	-	0	MSTRG.8344	ENST00000606934.1
chr14	65075202	65102508	-	1.60584600593853	MSTRG.8345	ENST00000284165.10
chr14	65044688	65044769	+	0.950273306913208	MSTRG.8346	ENST00000582134.1
chr14	65089981	65094212	+	0.00184126680451047	MSTRG.8347	ENST00000555898.5
chr14	65236480	65302680	-	0.004413967188952	MSTRG.8348	ENST00000555736.1
chr14	65253701	65318790	-	0.00311258671122901	MSTRG.8349	ENST00000553754.1
chr1	40527485	40531553	-	0.141711929868502	MSTRG.835	MSTRG.835.1
chr14	65266638	65267690	-	0.00370001952359369	MSTRG.8350	ENST00000557463.1
chr14	65268829	65269098	+	0	MSTRG.8351	ENST00000484315.1
chr14	65279267	65281166	+	0.0943271293072795	MSTRG.8352	ENST00000554374.2
chr14	65636412	65691715	+	0.929083573040697	MSTRG.8353	MSTRG.8353.21
chr14	65335117	65335183	-	0	MSTRG.8354	ENST00000584635.1
chr14	65355135	65363238	+	0.0432688610872376	MSTRG.8355	MSTRG.8355.1
chr14	65411170	65412690	-	0.184431742406824	MSTRG.8356	ENST00000621019.2
chr14	65467807	65468341	-	0	MSTRG.8357	ENST00000465083.1
chr14	65528830	65529574	-	0	MSTRG.8358	ENST00000555940.1
chr14	65568502	65587008	+	0.914715719781993	MSTRG.8359	MSTRG.8359.1
chr1	40531573	40548167	+	0.454527833742349	MSTRG.836	ENST00000648542.1
chr14	66012830	66013789	-	22.6543176632053	MSTRG.8360	ENST00000445822.1
chr14	66265275	66509394	-	0.0715959234177121	MSTRG.8361	ENST00000654014.1
chr14	66248811	66278875	+	0	MSTRG.8362	ENST00000655589.1
chr14	66411704	66498677	+	8.95927646962116e-05	MSTRG.8363	ENST00000641761.1
chr14	66507407	67181803	+	1.20542254301194	MSTRG.8364	ENST00000315266.9
chr14	66629200	66665601	+	1.68059131385968	MSTRG.8365	MSTRG.8365.1
chr14	66760532	66761018	+	1.78405520433418	MSTRG.8366	ENST00000556832.1
chr14	66969038	66969816	-	0.0100028769148759	MSTRG.8367	ENST00000555850.1
chr14	67196774	67223940	+	0.0473265279292366	MSTRG.8368	ENST00000556046.5
chr14	67227295	67273419	-	0.0353079326479752	MSTRG.8369	MSTRG.8369.1
chr1	40690380	40692066	-	1.95383402036702	MSTRG.837	ENST00000606277.1
chr14	67241423	67327019	+	4.02420545911381	MSTRG.8370	MSTRG.8370.6
chr14	67283749	67294073	-	0.0422630026667841	MSTRG.8371	ENST00000659676.1
chr14	67337872	67376583	-	1.01247604920805	MSTRG.8372	MSTRG.8372.5
chr14	67360328	67388834	+	6.39927585444943	MSTRG.8373	MSTRG.8373.1
chr14	67376856	67412167	-	1.45950053086136	MSTRG.8374	MSTRG.8374.1
chr14	67470266	67515444	-	0.0331151706413191	MSTRG.8375	ENST00000357461.6
chr14	67533343	67589612	+	0.770846102293326	MSTRG.8376	MSTRG.8376.2
chr14	67589318	67600286	-	1.21547311064397	MSTRG.8377	ENST00000216452.9
chr14	67610986	67613864	+	0.0216526324881926	MSTRG.8378	ENST00000559594.1
chr14	67619920	67651708	+	0.1283223198146	MSTRG.8379	ENST00000261783.4
chr1	40698297	40771383	+	2.36586159645179	MSTRG.838	MSTRG.838.15
chr14	67633037	67690274	-	2.44115048715707	MSTRG.8380	MSTRG.8380.3
